position,name,fdpts,salary,team,matchup,score,mins,line,date,cleanname,location
PF,"Booker, Trevor",31.8,3500.0,uta,v lac,96-112,24,15pt 9rb 2as 3st 3to 4-7fg 7-9ft,2014-11-29,Trevor Booker,Home
PF,"Millsap, Paul^",31.7,8300.0,atl,v cha,105-75,24,18pt 6rb 1as 3st 1to 7-10fg 4-5ft,2014-11-29,Paul Millsap,Home
SF,"Ariza, Trevor^",31.5,6e3,hou,@ mil,117-103,41,14pt 10rb 3as 2st 3to 4trey 5-18fg 0-0ft,2014-11-29,Trevor Ariza,Away
SF,"James, LeBron^",30.9,10800.0,cle,v ind,109-97,32,19pt 2rb 7as 1st 3to 9-18fg 1-2ft,2014-11-29,LeBron James,Home
PF,"Thompson, Tristan^",29.7,4700.0,cle,v ind,109-97,39,13pt 11rb 1as 1bl 4-8fg 5-10ft,2014-11-29,Tristan Thompson,Home
PF,"Favors, Derrick^",26.9,7e3,uta,v lac,96-112,34,19pt 7rb 1as 2to 8-11fg 3-6ft,2014-11-29,Derrick Favors,Home
PF,"Brand, Elton",25.3,3500.0,atl,v cha,105-75,28,9pt 9rb 3as 1bl 1to 4-7fg 1-2ft,2014-11-29,Elton Brand,Home
PF,"Anderson, Ryan",23.2,5900.0,nor,@ was,80-83,25,11pt 6rb 2as 1st 1trey 4-11fg 2-4ft,2014-11-29,Ryan Anderson,Away
PF,"Noel, Nerlens^",22.8,5900.0,phi,v dal,103-110,37,10pt 9rb 1st 1bl 2to 5-10fg 0-0ft,2014-11-29,Nerlens Noel,Home
SF,"Papanikolaou, Kostas",22.6,4300.0,hou,@ mil,117-103,29,12pt 3rb 4as 1st 1to 2trey 5-6fg 0-0ft,2014-11-29,Kostas Papanikolaou,Away
SF,"Marion, Shawn^",22.3,3700.0,cle,v ind,109-97,32,9pt 4rb 3as 2bl 1trey 4-6fg 0-0ft,2014-11-29,Shawn Marion,Home
PF,"Humphries, Kris^",22.2,4e3,was,v nor,83-80,26,8pt 11rb 1st 1to 3-6fg 2-2ft,2014-11-29,Kris Humphries,Home
SF,"Middleton, Khris",21.9,4100.0,mil,v hou,103-117,20,11pt 2rb 3as 2st 1trey 3-5fg 4-4ft,2014-11-29,Khris Middleton,Home
PF,"West, David^",21.2,7100.0,ind,@ cle,97-109,24,14pt 6rb 7-16fg 0-0ft,2014-11-29,David West,Away
SF,"Hill, Solomon^",21.1,5100.0,ind,@ cle,97-109,31,13pt 3rb 3as 1bl 2to 2trey 4-11fg 3-4ft,2014-11-29,Solomon Hill,Away
PF,"Ilyasova, Ersan",20.9,4500.0,mil,v hou,103-117,24,18pt 2rb 1as 1to 2trey 7-14fg 2-2ft,2014-11-29,Ersan Ilyasova,Home
PF,"Scola, Luis",20.5,5200.0,ind,@ cle,97-109,14,10pt 5rb 3as 4-8fg 2-2ft,2014-11-29,Luis Scola,Away
SF,"Copeland, Chris",19.6,4900.0,ind,@ cle,97-109,25,11pt 3rb 4as 1to 1trey 3-5fg 4-4ft,2014-11-29,Chris Copeland,Away
SF,"Henderson, Gerald^",17.4,3900.0,cha,@ atl,75-105,35,14pt 2rb 4as 5to 6-14fg 2-2ft,2014-11-29,Gerald Henderson,Away
SF,"Carroll, DeMarre^",17.4,5400.0,atl,v cha,105-75,24,10pt 2rb 2as 1st 1trey 4-6fg 1-2ft,2014-11-29,DeMarre Carroll,Home
SF,"Pierce, Paul^",17.2,5800.0,was,v nor,83-80,28,10pt 1rb 2as 3bl 3to 2trey 3-6fg 2-2ft,2014-11-29,Paul Pierce,Home
SF,"Mbah a Moute, Luc^",17,3800.0,phi,v dal,103-110,29,8pt 5rb 3st 3to 4-10fg 0-0ft,2014-11-29,Mbah a Luc Moute,Home
SF,"Jefferson, Richard",16.9,3500.0,dal,@ phi,110-103,26,10pt 2rb 3as 1trey 3-6fg 3-6ft,2014-11-29,Richard Jefferson,Away
SF,"Miles, C.J.",16.3,3800.0,ind,@ cle,97-109,23,6pt 4rb 3as 1st 1to 2trey 2-9fg 0-0ft,2014-11-29,C Miles.J.,Away
PF,"Scott, Mike",16.1,3800.0,atl,v cha,105-75,22,14pt 3rb 1as 3to 2trey 5-7fg 2-2ft,2014-11-29,Mike Scott,Home
SF,"Barnes, Matt^",15.8,3500.0,lac,@ uta,112-96,28,8pt 4rb 1st 1bl 1to 2trey 2-6fg 2-2ft,2014-11-29,Matt Barnes,Away
PF,"Black, Tarik^",15.5,3600.0,hou,@ mil,117-103,21,8pt 5rb 1as 4-6fg 0-0ft,2014-11-29,Tarik Black,Away
SF,"Thompson, Hollis^",13.9,3900.0,phi,v dal,103-110,27,10pt 2rb 1as 1st 2to 2trey 4-10fg 0-0ft,2014-11-29,Hollis Thompson,Home
SF,"Butler, Rasual",13.7,3700.0,was,v nor,83-80,23,5pt 6rb 1as 1trey 2-5fg 0-0ft,2014-11-29,Rasual Butler,Home
SF,"Aminu, Al-Farouq^",13.1,3500.0,dal,@ phi,110-103,21,6pt 3rb 1as 1st 2-7fg 2-2ft,2014-11-29,Al Aminu-Farouq,Away
PF,"Villanueva, Charlie",12.7,3500.0,dal,@ phi,110-103,9,11pt 1rb 1as 1to 3trey 4-7fg 0-0ft,2014-11-29,Charlie Villanueva,Away
SF,"Salmons, John",11,3500.0,nor,@ was,80-83,28,9pt 1st 1trey 4-6fg 0-0ft,2014-11-29,John Salmons,Away
SF,"Porter, Otto",10.6,3900.0,was,v nor,83-80,16,3pt 3rb 2bl 1-2fg 1-2ft,2014-11-29,Otto Porter,Home
SF,"Dudley, Jared",10.1,3500.0,mil,v hou,103-117,14,5pt 3rb 1as 1trey 2-4fg 0-0ft,2014-11-29,Jared Dudley,Home
PF,"Vonleh, Noah",9.2,3900.0,cha,@ atl,75-105,12,2pt 6rb 1-2fg 0-0ft,2014-11-29,Noah Vonleh,Away
PF,"Gooden, Drew",9.1,3500.0,was,v nor,83-80,17,4pt 3rb 1as 1st 2to 1-5fg 2-2ft,2014-11-29,Drew Gooden,Home
PF,"Zeller, Cody^",8.6,4e3,cha,@ atl,75-105,24,4pt 3rb 1st 1to 0-6fg 4-4ft,2014-11-29,Cody Zeller,Away
PF,"Muscala, Mike",8.4,3700.0,atl,v cha,105-75,12,4pt 2rb 2st 2to 2-6fg 0-0ft,2014-11-29,Mike Muscala,Home
SF,"Ingles, Joe",8.1,3500.0,uta,v lac,96-112,18,0pt 3rb 3as 1st 2to 0-1fg 0-0ft,2014-11-29,Joe Ingles,Home
SF,"Garcia, Francisco",6.9,3500.0,hou,@ mil,117-103,18,2pt 2rb 1as 1bl 1to 1-7fg 0-0ft,2014-11-29,Francisco Garcia,Away
SF,"Covington, Robert",6.7,3500.0,phi,v dal,103-110,13,4pt 1rb 1as 1-5fg 2-2ft,2014-11-29,Robert Covington,Home
SF,"Babbitt, Luke",6.7,3500.0,nor,@ was,80-83,18,4pt 1rb 1as 1trey 1-3fg 1-2ft,2014-11-29,Luke Babbitt,Away
SF,"Hood, Rodney",5.9,3600.0,uta,v lac,96-112,14,2pt 2rb 1as 0-6fg 2-2ft,2014-11-29,Rodney Hood,Home
SF,"Crowder, Jae",4.7,3500.0,dal,@ phi,110-103,9,0pt 1rb 1as 1st 0-2fg 0-0ft,2014-11-29,Jae Crowder,Away
PF,"Amundson, Louis",4.6,3500.0,cle,v ind,109-97,17,2pt 3rb 1to 1-3fg 0-1ft,2014-11-29,Louis Amundson,Home
PF,"Davis, Glen",4.2,3500.0,lac,@ uta,112-96,14,4pt 1rb 1to 2-3fg 0-0ft,2014-11-29,Glen Davis,Away
SF,"Rudez, Damjan",4,3500.0,ind,@ cle,97-109,7,4pt 1trey 1-2fg 1-2ft,2014-11-29,Damjan Rudez,Away
PF,"Sampson, JaKarr",3.9,3500.0,phi,v dal,103-110,1,0pt 2rb 1as 0-0fg 0-0ft,2014-11-29,JaKarr Sampson,Home
PF,"Seraphin, Kevin",3.6,3500.0,was,v nor,83-80,7,2pt 3rb 2to 1-1fg 0-0ft,2014-11-29,Kevin Seraphin,Home
PF,"Davies, Brandon",3.6,4e3,phi,v dal,103-110,13,1pt 3rb 1to 0-3fg 1-2ft,2014-11-29,Brandon Davies,Home
SF,"Bullock, Reggie",3.2,3500.0,lac,@ uta,112-96,5,0pt 1rb 1st 0-1fg 0-0ft,2014-11-29,Reggie Bullock,Away
PF,"Grant, Jerami",3.2,3500.0,phi,v dal,103-110,3,0pt 1rb 1bl 0-0fg 0-0ft,2014-11-29,Jerami Grant,Home
PF,"Hilario, Nene",0,5600.0,was,v nor,83-80,0,0pt 0-0fg 0-0ft,2014-11-29,Nene Hilario,Home
SF,"Turkoglu, Hedo",0,3500.0,lac,@ uta,112-96,1,0pt 0-0fg 0-0ft,2014-11-29,Hedo Turkoglu,Away
C,"Gortat, Marcin^",53.6,6600.0,was,v nor,83-80,41,24pt 13rb 2as 2st 4bl 1to 12-20fg 0-0ft,2014-11-29,Marcin Gortat,Home
C,"Chandler, Tyson^",47.1,6700.0,dal,@ phi,110-103,32,20pt 13rb 3as 4st 1to 7-9fg 6-7ft,2014-11-29,Tyson Chandler,Away
C,"Jordan, DeAndre^",29.9,6700.0,lac,@ uta,112-96,31,8pt 12rb 1as 3bl 4-4fg 0-0ft,2014-11-29,DeAndre Jordan,Away
C,"Biyombo, Bismack",24.7,3500.0,cha,@ atl,75-105,21,7pt 11rb 1as 2bl 1to 3-4fg 1-4ft,2014-11-29,Bismack Biyombo,Away
C,"Sanders, Larry^",23.5,5700.0,mil,v hou,103-117,24,11pt 5rb 1as 3bl 1to 3-3fg 5-8ft,2014-11-29,Larry Sanders,Home
C,"Horford, Al^",22.8,7e3,atl,v cha,105-75,19,11pt 4rb 2as 2bl 1trey 5-6fg 0-0ft,2014-11-29,Al Horford,Home
C,"Allen, Lavoy",21.1,4500.0,ind,@ cle,97-109,18,10pt 8rb 1as 5-8fg 0-0ft,2014-11-29,Lavoy Allen,Away
C,"Sims, Henry^",20.5,5e3,phi,v dal,103-110,24,13pt 5rb 1as 1st 2to 5-8fg 3-4ft,2014-11-29,Henry Sims,Home
C,"Mahinmi, Ian^",18,3900.0,ind,@ cle,97-109,26,7pt 10rb 1to 3-8fg 1-4ft,2014-11-29,Ian Mahinmi,Away
C,"Wright, Brandan",17.7,4600.0,dal,@ phi,110-103,19,6pt 1rb 1as 1st 4bl 1to 3-4fg 0-1ft,2014-11-29,Brandan Wright,Away
C,"Gobert, Rudy",15.5,3500.0,uta,v lac,96-112,20,4pt 5rb 1as 2bl 2-4fg 0-0ft,2014-11-29,Rudy Gobert,Home
C,"Dorsey, Joey",15,3500.0,hou,@ mil,117-103,13,4pt 5rb 3bl 1to 2-2fg 0-0ft,2014-11-29,Joey Dorsey,Away
C,"Jefferson, Al^",13.6,8800.0,cha,@ atl,75-105,21,11pt 3rb 1to 4-9fg 3-4ft,2014-11-29,Al Jefferson,Away
C,"Asik, Omer^",11.8,5300.0,nor,@ was,80-83,28,1pt 9rb 1st 2to 0-4fg 1-2ft,2014-11-29,Omer Asik,Away
C,"Hawes, Spencer",10.6,4100.0,lac,@ uta,112-96,17,2pt 3rb 2as 1bl 1-3fg 0-2ft,2014-11-29,Spencer Hawes,Away
C,"Whittington, Shayne",8.6,3500.0,ind,@ cle,97-109,7,3pt 3rb 1st 1-2fg 1-2ft,2014-11-29,Shayne Whittington,Away
C,"Kanter, Enes^",8.4,5500.0,uta,v lac,96-112,18,6pt 2rb 2-9fg 2-2ft,2014-11-29,Enes Kanter,Home
C,"Maxiell, Jason",5.6,3500.0,cha,@ atl,75-105,18,2pt 3rb 1-7fg 0-0ft,2014-11-29,Jason Maxiell,Away
C,"Kirk, Alex",2,3500.0,cle,v ind,109-97,3,2pt 1-2fg 0-0ft,2014-11-29,Alex Kirk,Home
C,"Ajinca, Alexis",0,3500.0,nor,@ was,80-83,3,0pt 0-1fg 0-0ft,2014-11-29,Alexis Ajinca,Away
SG,"Bryant, Kobe^",62.2,9e3,lal,v tor,129-122,42,31pt 11rb 12as 1bl 2to 11-24fg 9-13ft,2014-11-30,Kobe Bryant,Home
PG,"Lowry, Kyle^",53.7,8500.0,tor,@ lal,122-129,41,29pt 6rb 9as 3st 2to 1trey 10-28fg 8-12ft,2014-11-30,Kyle Lowry,Away
PG,"Williams, Maurice^",43.5,5500.0,min,@ por,93-107,40,21pt 5rb 11as 2st 4to 1trey 8-18fg 4-5ft,2014-11-30,Maurice Williams,Away
PG,"Collison, Darren^",39.9,7400.0,sac,v mem,85-97,38,16pt 7rb 7as 4st 1bl 5to 6-14fg 4-7ft,2014-11-30,Darren Collison,Home
PG,"Lillard, Damian^",37.2,8500.0,por,v min,107-93,36,17pt 1rb 8as 3st 1bl 1to 1trey 6-14fg 4-7ft,2014-11-30,Damian Lillard,Home
SG,"Wade, Dwyane^",33.5,8100.0,mia,@ nyk,86-79,32,27pt 5rb 5as 7to 11-18fg 5-9ft,2014-11-30,Dwyane Wade,Away
PG,"Dragic, Goran^",32.6,6700.0,pho,v orl,90-93,41,22pt 8rb 4as 5to 3trey 7-15fg 5-5ft,2014-11-30,Goran Dragic,Home
SG,"Matthews, Wes^",30.2,6100.0,por,v min,107-93,33,23pt 6rb 2as 3to 6trey 8-13fg 1-2ft,2014-11-30,Wes Matthews,Home
PG,"Vasquez, Greivis^",28.5,3700.0,tor,@ lal,122-129,34,19pt 5as 1st 1trey 8-16fg 2-4ft,2014-11-30,Greivis Vasquez,Away
PG,"Calderon, Jose^",25,5600.0,nyk,v mia,79-86,34,9pt 10rb 6as 5to 1trey 4-9fg 0-0ft,2014-11-30,Jose Calderon,Home
SG,"Williams, Louis",23.9,4900.0,tor,@ lal,122-129,26,19pt 2rb 1as 1st 1to 3trey 5-17fg 6-7ft,2014-11-30,Louis Williams,Away
SG,"Allen, Tony^",23.6,4200.0,mem,@ sac,97-85,29,13pt 3rb 2as 4st 4to 5-7fg 3-7ft,2014-11-30,Tony Allen,Away
PG,"Lin, Jeremy^",23.1,5700.0,lal,v tor,129-122,35,11pt 3rb 3as 2st 1trey 3-11fg 4-4ft,2014-11-30,Jeremy Lin,Home
SG,"Fournier, Evan^",23,5e3,orl,@ pho,93-90,34,15pt 5rb 2as 1st 3to 2trey 5-8fg 3-4ft,2014-11-30,Evan Fournier,Away
PG,"Payton, Elfrid",22.8,4600.0,orl,@ pho,93-90,27,7pt 9rb 4as 2st 5to 1-3fg 5-8ft,2014-11-30,Elfrid Payton,Away
SG,"McLemore, Ben^",22.4,4300.0,sac,v mem,85-97,41,18pt 2rb 2as 1st 3to 1trey 7-13fg 3-4ft,2014-11-30,Ben McLemore,Home
PG,"Conley, Mike^",21.6,7e3,mem,@ sac,97-85,31,10pt 3rb 6as 1st 3to 1trey 4-11fg 1-2ft,2014-11-30,Mike Conley,Away
SG,"Bledsoe, Eric^",21.6,7200.0,pho,v orl,90-93,35,13pt 3rb 6as 1st 6to 1trey 5-14fg 2-2ft,2014-11-30,Eric Bledsoe,Home
SG,"Young, Nick",20.8,5100.0,lal,v tor,129-122,31,20pt 4rb 4to 5trey 6-11fg 3-5ft,2014-11-30,Nick Young,Home
SG,"Oladipo, Victor^",19.6,6700.0,orl,@ pho,93-90,37,12pt 3rb 4as 1st 4to 6-11fg 0-0ft,2014-11-30,Victor Oladipo,Away
PG,"Blake, Steve",16.9,3700.0,por,v min,107-93,22,4pt 2rb 7as 1st 2to 1trey 1-5fg 1-2ft,2014-11-30,Steve Blake,Home
SG,"Lee, Courtney^",14.7,5100.0,mem,@ sac,97-85,32,11pt 1rb 1as 1st 1to 5-9fg 1-1ft,2014-11-30,Courtney Lee,Away
SG,"Crabbe, Allen",14.7,3500.0,por,v min,107-93,18,9pt 1rb 1as 2st 1to 3trey 3-5fg 0-0ft,2014-11-30,Allen Crabbe,Home
SG,"Shumpert, Iman^",13.1,5600.0,nyk,v mia,79-86,25,6pt 3rb 1as 2st 2to 3-13fg 0-0ft,2014-11-30,Iman Shumpert,Home
SG,"Ellington, Wayne",12.7,3500.0,lal,v tor,129-122,11,10pt 1rb 1as 2trey 4-7fg 0-0ft,2014-11-30,Wayne Ellington,Home
PG,"Udrih, Beno",12,3700.0,mem,@ sac,97-85,17,7pt 2as 1st 3-6fg 1-1ft,2014-11-30,Beno Udrih,Away
SG,"Gordon, Ben",10.7,3500.0,orl,@ pho,93-90,14,8pt 1rb 1as 1trey 3-5fg 1-1ft,2014-11-30,Ben Gordon,Away
PG,"Price, Ronnie",10,3700.0,lal,v tor,129-122,18,3pt 4as 1st 1to 1trey 1-2fg 0-0ft,2014-11-30,Ronnie Price,Home
PG,"Cole, Norris^",9.2,4100.0,mia,@ nyk,86-79,21,3pt 1rb 2as 1st 1-3fg 1-2ft,2014-11-30,Norris Cole,Away
PG,"Larkin, Shane",7.7,3500.0,nyk,v mia,79-86,17,5pt 1rb 1as 1st 2to 1trey 2-5fg 0-0ft,2014-11-30,Shane Larkin,Home
SG,"Green, Willie",6.2,3500.0,orl,@ pho,93-90,19,4pt 1rb 1st 1to 2-5fg 0-0ft,2014-11-30,Willie Green,Away
SG,"Hardaway Jr., Tim",5.7,3500.0,nyk,v mia,79-86,16,2pt 1rb 1as 1st 1to 1-5fg 0-1ft,2014-11-30,"Hardaway Jr., Tim",Home
PG,"Chalmers, Mario",5.4,6400.0,mia,@ nyk,86-79,24,3pt 2rb 2as 3to 1trey 1-4fg 0-0ft,2014-11-30,Mario Chalmers,Away
PG,"Napier, Shabazz",2.4,3900.0,mia,@ nyk,86-79,19,0pt 2rb 0-1fg 0-0ft,2014-11-30,Shabazz Napier,Away
PG,"Prigioni, Pablo",1.5,3700.0,nyk,v mia,79-86,6,0pt 1as 0-2fg 0-0ft,2014-11-30,Pablo Prigioni,Home
PG,"Goodwin, Archie",1.2,3500.0,pho,v orl,90-93,1,0pt 1rb 0-2fg 0-0ft,2014-11-30,Archie Goodwin,Home
PG,"Calathes, Nick",0.5,3500.0,mem,@ sac,97-85,1,0pt 1as 1to 0-0fg 0-0ft,2014-11-30,Nick Calathes,Away
SG,"Stauskas, Nik",0,3500.0,sac,v mem,85-97,7,0pt 0-4fg 0-0ft,2014-11-30,Nik Stauskas,Home
PG,"LaVine, Zach",0,4200.0,min,@ por,93-107,11,0pt 1st 2to 0-3fg 0-0ft,2014-11-30,Zach LaVine,Away
PG,"McCallum, Ray",0,3500.0,sac,v mem,85-97,1,0pt 0-0fg 0-0ft,2014-11-30,Ray McCallum,Home
SG,"Smith, J.R.",0,4700.0,nyk,v mia,79-86,6,0pt 0-4fg 0-0ft,2014-11-30,J Smith.R.,Home
PG,"Sessions, Ramon",-0.5,4200.0,sac,v mem,85-97,10,0pt 1as 2to 0-3fg 0-0ft,2014-11-30,Ramon Sessions,Home
PF,"Randolph, Zach^",48.4,7500.0,mem,@ sac,97-85,34,22pt 12rb 4as 3st 8-16fg 6-10ft,2014-11-30,Zach Randolph,Away
PF,"Anthony, Carmelo^",47.6,8800.0,nyk,v mia,79-86,41,31pt 8rb 2as 1st 1bl 1trey 11-26fg 8-10ft,2014-11-30,Carmelo Anthony,Home
PF,"Aldridge, LaMarcus^",46,9400.0,por,v min,107-93,36,26pt 15rb 2as 1to 11-17fg 4-4ft,2014-11-30,LaMarcus Aldridge,Home
PF,"Evans, Reggie",44.5,3500.0,sac,v mem,85-97,35,17pt 20rb 1as 1st 1bl 2to 7-10fg 3-6ft,2014-11-30,Reggie Evans,Home
PF,"Morris, Markieff^",39.5,7100.0,pho,v orl,90-93,39,18pt 10rb 7as 1bl 3to 7-15fg 4-5ft,2014-11-30,Markieff Morris,Home
SF,"Muhammad, Shabazz",36.5,3900.0,min,@ por,93-107,30,28pt 5rb 1as 1bl 1to 12-17fg 4-8ft,2014-11-30,Shabazz Muhammad,Away
PF,"Stoudemire, Amare",35.9,5100.0,nyk,v mia,79-86,37,19pt 12rb 1as 1bl 1to 7-13fg 5-8ft,2014-11-30,Amare Stoudemire,Home
PF,"Young, Thaddeus^",35,6500.0,min,@ por,93-107,43,14pt 5rb 4as 3st 2bl 1to 6-11fg 2-3ft,2014-11-30,Thaddeus Young,Away
SF,"Harris, Tobias^",34.1,7200.0,orl,@ pho,93-90,34,21pt 8rb 1as 2st 2to 1trey 8-18fg 4-4ft,2014-11-30,Tobias Harris,Away
PF,"Patterson, Patrick",32.1,4300.0,tor,@ lal,122-129,34,10pt 13rb 3as 1bl 3-8fg 4-4ft,2014-11-30,Patrick Patterson,Away
SF,"Batum, Nicolas^",30.1,6500.0,por,v min,107-93,35,10pt 8rb 5as 1st 2bl 3to 1trey 4-13fg 1-2ft,2014-11-30,Nicolas Batum,Home
PF,"Boozer, Carlos^",29.8,6400.0,lal,v tor,129-122,30,18pt 9rb 2as 2to 9-15fg 0-0ft,2014-11-30,Carlos Boozer,Home
SF,"Deng, Luol^",29,6500.0,mia,@ nyk,86-79,38,10pt 10rb 2as 3st 2to 2-11fg 6-8ft,2014-11-30,Luol Deng,Away
SF,"Gay, Rudy^",27.3,8100.0,sac,v mem,85-97,33,20pt 4rb 3as 1st 4to 7-14fg 6-7ft,2014-11-30,Rudy Gay,Home
SF,"Ross, Terrence^",26.5,4700.0,tor,@ lal,122-129,38,20pt 5rb 1as 1to 4trey 8-12fg 0-0ft,2014-11-30,Terrence Ross,Away
SF,"Brewer, Corey^",24.7,4900.0,min,@ por,93-107,28,8pt 6rb 3as 3st 1to 4-11fg 0-0ft,2014-11-30,Corey Brewer,Away
SF,"Johnson, Wesley^",20.9,4400.0,lal,v tor,129-122,27,13pt 2rb 1as 1st 1bl 1trey 5-11fg 2-2ft,2014-11-30,Wesley Johnson,Home
PF,"McRoberts, Josh",20.6,3500.0,mia,@ nyk,86-79,25,7pt 3rb 4as 1st 1bl 2trey 2-5fg 1-2ft,2014-11-30,Josh McRoberts,Away
PF,"Johnson, Amir^",19.8,4800.0,tor,@ lal,122-129,22,6pt 4rb 4as 2bl 1to 3-5fg 0-0ft,2014-11-30,Amir Johnson,Away
PF,"Leuer, Jon",18.5,3500.0,mem,@ sac,97-85,15,8pt 5rb 1as 1st 1bl 1to 4-7fg 0-1ft,2014-11-30,Jon Leuer,Away
SF,"Green, Gerald",17.1,5e3,pho,v orl,90-93,26,11pt 3rb 1as 1st 1to 1trey 5-13fg 0-0ft,2014-11-30,Gerald Green,Home
SF,"Tucker, P.J.",14.6,4800.0,pho,v orl,90-93,30,7pt 3rb 2as 1st 1to 1trey 2-5fg 2-2ft,2014-11-30,P Tucker.J.,Home
PF,"Haslem, Udonis",14.2,3500.0,mia,@ nyk,86-79,17,4pt 6rb 2st 1to 2-4fg 0-2ft,2014-11-30,Udonis Haslem,Away
SF,"Budinger, Chase",13.9,3500.0,min,@ por,93-107,17,2pt 7rb 1as 1st 1bl 2to 1-6fg 0-0ft,2014-11-30,Chase Budinger,Away
SF,"Johnson, James",11.8,4e3,tor,@ lal,122-129,22,8pt 4rb 1to 3-5fg 2-2ft,2014-11-30,James Johnson,Away
PF,"Frye, Channing^",11.7,4700.0,orl,@ pho,93-90,27,3pt 6rb 1as 1trey 1-5fg 0-0ft,2014-11-30,Channing Frye,Away
SF,"Williams, Shawne^",11.6,4400.0,mia,@ nyk,86-79,21,5pt 3rb 2as 1trey 1-4fg 2-2ft,2014-11-30,Shawne Williams,Away
PF,"Morris, Marcus^",11.5,4300.0,pho,v orl,90-93,20,4pt 5rb 1as 1-6fg 2-4ft,2014-11-30,Marcus Morris,Home
SF,"Ennis, James",8.5,3800.0,mia,@ nyk,86-79,10,7pt 1as 1trey 3-4fg 0-0ft,2014-11-30,James Ennis,Away
PF,"Landry, Carl",8.3,3500.0,sac,v mem,85-97,23,6pt 4rb 1as 4to 3-6fg 0-0ft,2014-11-30,Carl Landry,Home
SF,"Wiggins, Andrew^",8.2,5700.0,min,@ por,93-107,18,7pt 1rb 1trey 3-8fg 0-0ft,2014-11-30,Andrew Wiggins,Away
PF,"Bennett, Anthony",8.2,5e3,min,@ por,93-107,11,2pt 6rb 1to 1-4fg 0-0ft,2014-11-30,Anthony Bennett,Away
PF,"Davis, Ed",8.2,4800.0,lal,v tor,129-122,18,1pt 6rb 0-0fg 1-2ft,2014-11-30,Ed Davis,Home
SF,"Carter, Vince",7.7,3500.0,mem,@ sac,97-85,14,6pt 1rb 1as 1to 2trey 2-7fg 0-0ft,2014-11-30,Vince Carter,Away
PF,"Hansbrough, Tyler",7.3,3500.0,tor,@ lal,122-129,9,0pt 4rb 1as 1st 1to 0-1fg 0-0ft,2014-11-30,Tyler Hansbrough,Away
SF,"Casspi, Omri",7.2,4300.0,sac,v mem,85-97,15,6pt 1rb 2-4fg 2-2ft,2014-11-30,Omri Casspi,Home
SF,"Acy, Quincy^",7.1,3800.0,nyk,v mia,79-86,24,3pt 3rb 1as 1to 1-1fg 1-1ft,2014-11-30,Quincy Acy,Home
PF,"Thompson, Jason^",5.9,4e3,sac,v mem,85-97,20,2pt 2rb 1as 1bl 2to 1-2fg 0-0ft,2014-11-30,Jason Thompson,Home
PF,"Tolliver, Anthony",5,3500.0,pho,v orl,90-93,8,3pt 1st 1trey 1-3fg 0-0ft,2014-11-30,Anthony Tolliver,Home
SF,"Pondexter, Quincy",3.5,3500.0,mem,@ sac,97-85,19,2pt 1as 1-2fg 0-0ft,2014-11-30,Quincy Pondexter,Away
PF,"Smith, Jason",2.4,3500.0,nyk,v mia,79-86,6,0pt 2rb 0-2fg 0-0ft,2014-11-30,Jason Smith,Home
PF,"Wear, Travis",2,3500.0,nyk,v mia,79-86,9,2pt 1-2fg 0-0ft,2014-11-30,Travis Wear,Home
PF,"Moreland, Eric",1.2,3500.0,sac,v mem,85-97,1,0pt 1rb 0-0fg 0-0ft,2014-11-30,Eric Moreland,Home
SF,"Fields, Landry",0,3500.0,tor,@ lal,122-129,0,0pt 0-0fg 0-0ft,2014-11-30,Landry Fields,Away
PF,"Stokes, Jarnell",0,3500.0,mem,@ sac,97-85,1,0pt 0-0fg 0-0ft,2014-11-30,Jarnell Stokes,Away
SF,"Hummel, Robbie",-1,3500.0,min,@ por,93-107,6,0pt 1to 0-2fg 0-0ft,2014-11-30,Robbie Hummel,Away
C,"Hill, Jordan^",37.9,6500.0,lal,v tor,129-122,34,16pt 12rb 1as 3bl 6-11fg 4-5ft,2014-11-30,Jordan Hill,Home
C,"Gasol, Marc^",35.7,8700.0,mem,@ sac,97-85,31,18pt 6rb 5as 1st 1bl 1to 6-11fg 6-6ft,2014-11-30,Marc Gasol,Away
C,"Bosh, Chris^",34.8,8700.0,mia,@ nyk,86-79,33,20pt 9rb 2as 1st 1to 2trey 7-18fg 4-6ft,2014-11-30,Chris Bosh,Away
C,"Valanciunas, Jonas^",31.1,5900.0,tor,@ lal,122-129,33,9pt 13rb 1as 3bl 1to 4-10fg 1-2ft,2014-11-30,Jonas Valanciunas,Away
C,"Dieng, Gorgui^",29.6,6e3,min,@ por,93-107,37,11pt 8rb 4as 2st 1to 4-10fg 3-4ft,2014-11-30,Gorgui Dieng,Away
C,"Vucevic, Nikola^",27.6,8700.0,orl,@ pho,93-90,34,18pt 8rb 1st 1bl 4to 7-15fg 4-6ft,2014-11-30,Nikola Vucevic,Away
C,"Lopez, Robin^",21.9,6e3,por,v min,107-93,30,4pt 7rb 1as 1st 5bl 4to 1-6fg 2-2ft,2014-11-30,Robin Lopez,Home
C,"Kaman, Chris",20.1,5e3,por,v min,107-93,18,8pt 8rb 1as 1bl 1to 2-7fg 4-6ft,2014-11-30,Chris Kaman,Home
C,"Plumlee, Miles^",19,4e3,pho,v orl,90-93,25,12pt 5rb 1st 1bl 3to 6-6fg 0-0ft,2014-11-30,Miles Plumlee,Home
